Ranks,ReviewId,PlanId,OpportunityId,StatusCd,RiskTierCd,RiskTierDesc,ReviewTypeCd,ReviewStageCd,ConductDt,FinalizedDt,TNRinM,TCNRinM,OG,RBE,REG,Quarter,QuarterInNum,OGNum,REGNum,RBENum
1,377953,114614,159902,FALSE,3,Normal,O,3b,10/24/2016,11/7/2016,1.26,1.26,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,947455,282195,312092,FALSE,2,Above Normal,O,3b,6/5/2018,6/11/2018,170.84,160.03,HPS,Technology,Na,Fy18Q4,8,4,5,7
2,947454,282195,312092,FALSE,2,Above Normal,O,2b,1/12/2017,1/23/2017,170.84,160.03,HPS,Technology,Na,Fy17Q2,2,4,5,7
1,1075677,321197,350415,FALSE,2,Above Normal,O,3b,2/15/2017,2/16/2017,60.4,0,HPS,OG,AAPAC,Fy17Q2,2,4,2,3
1,1107472,330437,359549,FALSE,3,Normal,O,3b,3/26/2018,3/27/2018,1.23,1.23,HPS,Technology,Na,Fy18Q3,7,4,5,7
1,3527915,334851,363984,FALSE,3,Normal,O,2b,10/31/2016,12/16/2016,5,5,RES,Digital,Europe,Fy17Q2,2,6,3,2
1,1122893,335286,364388,FALSE,2,Above Normal,O,3b,4/20/2017,4/24/2017,23.55,4.61,RES,Technology,AAPAC,Fy17Q3,3,6,2,7
2,3358441,335286,364388,FALSE,2,Above Normal,O,2b,11/27/2016,2/13/2017,23.55,4.61,RES,Technology,AAPAC,Fy17Q2,2,6,2,7
1,1441672,427842,455779,FALSE,3,Normal,O,3b,10/16/2016,10/16/2016,0.52,0.52,RES,OG,AAPAC,Fy17Q1,1,6,2,3
1,1457693,432651,460627,FALSE,2,Above Normal,O,3b,9/6/2016,9/7/2016,12.34,12.34,PRD,Digital,Na,Fy17Q1,1,5,5,2
1,1480847,439291,467164,FALSE,3,Normal,O,3b,11/20/2016,11/23/2016,3.1,3.1,HPS,OG,Europe,Fy17Q1,1,4,3,3
2,3375814,439291,467164,FALSE,3,Normal,O,2b,9/8/2016,9/9/2016,3.1,3.1,HPS,OG,Europe,Fy17Q1,1,4,3,3
1,1498467,445200,472995,FALSE,3,Normal,O,3b,12/13/2016,1/13/2017,31.83,0,HPS,Technology,Europe,Fy17Q2,2,4,3,7
2,1498466,445200,472995,FALSE,3,Normal,O,2b,10/12/2016,10/14/2016,31.83,0,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,1546889,460446,488081,FALSE,3,Normal,O,2b,9/28/2016,9/29/2016,21.14,0,HPS,Digital,Europe,Fy17Q1,1,4,3,2
1,1546939,460475,488115,FALSE,3,Normal,O,3b,1/24/2017,1/25/2017,5.23,5.23,HPS,Technology,Europe,Fy17Q2,2,4,3,7
1,2425345,470532,498050,FALSE,2,Above Normal,O,2b,9/14/2016,9/21/2016,16.31,16.31,RES,Technology,Na,Fy17Q1,1,6,5,7
1,1651327,490417,517734,FALSE,3,Normal,O,3b,2/16/2017,2/20/2017,2.39,1.39,PRD,Operations,Na,Fy17Q2,2,5,5,4
1,1658221,492726,519997,FALSE,3,Normal,O,3b,7/25/2017,8/7/2017,2.42,2.42,PRD,Technology,Europe,Fy17Q4,4,5,3,7
1,1677908,498578,525767,FALSE,3,Normal,O,3b,4/20/2017,4/21/2017,2.83,2.83,HPS,Technology,Na,Fy17Q3,3,4,5,7
1,1915548,506981,534112,FALSE,3,Normal,O,3b,4/16/2017,4/17/2017,1.16,1.16,HPS,OG,Na,Fy17Q3,3,4,5,3
1,2669783,511147,538234,FALSE,3,Normal,O,2b,10/12/2016,10/14/2016,18.78,18.78,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,1940832,513231,540319,FALSE,3,Normal,O,3b,8/29/2017,8/30/2017,3.99,3.99,PRD,Technology,LA,Fy17Q4,4,5,4,7
2,3260428,513231,540319,FALSE,3,Normal,O,2b,5/22/2017,5/23/2017,3.99,3.99,PRD,Technology,LA,Fy17Q3,3,5,4,7
1,1942615,513707,540769,FALSE,2,Above Normal,O,3b,9/21/2016,9/26/2016,38.6,38.6,HPS,OG,AAPAC,Fy17Q1,1,4,2,3
1,3423412,516090,543155,FALSE,3,Normal,O,2b,10/17/2016,10/19/2016,8.99,8.99,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,1954970,516923,543978,FALSE,3,Normal,O,3b,2/26/2017,2/28/2017,8.32,8.32,PRD,Technology,Europe,Fy17Q2,2,5,3,7
2,3568737,516923,543978,FALSE,3,Normal,O,2b,1/24/2017,1/31/2017,8.32,8.32,PRD,Technology,Europe,Fy17Q2,2,5,3,7
1,2018504,533448,558285,FALSE,2,Above Normal,O,3b,10/31/2016,11/1/2016,77.98,77.98,RES,Digital,Na,Fy17Q1,1,6,5,2
1,2024180,534890,559749,FALSE,3,Normal,O,3b,5/3/2018,5/7/2018,30.42,30.42,PRD,Digital,Europe,Fy18Q3,7,5,3,2
2,2024179,534890,559749,FALSE,3,Normal,O,2b,11/7/2017,11/9/2017,30.42,30.42,PRD,Digital,Europe,Fy18Q1,5,5,3,2
1,2033156,536901,561567,FALSE,3,Normal,O,3b,11/4/2017,11/6/2017,0,0,PRD,OG,Europe,Fy18Q1,5,5,3,3
1,2034305,537162,561996,FALSE,3,Normal,O,3b,10/31/2016,11/1/2016,1.19,1.19,HPS,OG,LA,Fy17Q1,1,4,4,3
1,2128620,560411,584024,FALSE,3,Normal,O,3b,1/8/2017,1/9/2017,14.68,0,HPS,Technology,Europe,Fy17Q2,2,4,3,7
2,2128619,560411,584024,FALSE,3,Normal,O,2b,10/24/2016,10/25/2016,14.68,0,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,2131048,561657,584302,FALSE,2,Above Normal,O,2b,11/19/2017,11/20/2017,50.45,50.45,HPS,Digital,AAPAC,Fy18Q1,5,4,2,2
1,3193967,566913,589502,FALSE,2,Above Normal,O,2b,7/5/2017,7/10/2017,0,0,FS,OG,AAPAC,Fy17Q4,4,3,2,3
1,2184745,574772,596316,FALSE,3,Normal,O,3b,9/27/2016,9/30/2016,4.07,4.07,HPS,OG,Europe,Fy17Q1,1,4,3,3
2,2877713,574772,596316,FALSE,3,Normal,O,2b,9/27/2016,9/28/2016,4.07,4.07,HPS,OG,Europe,Fy17Q1,1,4,3,3
1,2184781,574780,596318,FALSE,3,Normal,O,3b,9/25/2016,9/30/2016,2.24,2.24,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,2205156,579530,600025,FALSE,3,Normal,O,3b,2/19/2017,3/10/2017,2.02,2.02,RES,Digital,AAPAC,Fy17Q3,3,6,2,2
1,2215201,582381,602831,FALSE,2,Above Normal,O,3b,10/31/2016,11/1/2016,20.37,20.37,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,2222370,582761,603198,FALSE,2,Above Normal,O,3b,11/29/2016,11/30/2016,46.96,40.42,FS,Operations,Europe,Fy17Q1,1,3,3,4
2,2222369,582761,603198,FALSE,2,Above Normal,O,2b,10/20/2016,10/21/2016,46.96,40.42,FS,Operations,Europe,Fy17Q1,1,3,3,4
1,2235469,588195,607615,FALSE,3,Normal,O,3b,11/20/2017,11/21/2017,14.19,14.19,HPS,Technology,Europe,Fy18Q1,5,4,3,7
2,2235483,588195,607615,FALSE,3,Normal,O,2b,7/12/2017,8/18/2017,14.19,14.19,HPS,Technology,Europe,Fy17Q4,4,4,3,7
1,3689558,588394,607818,FALSE,2,Above Normal,O,3b,11/27/2017,12/1/2017,6.39,3.29,HPS,Technology,Europe,Fy18Q2,6,4,3,7
1,2244556,590345,609723,FALSE,2,Above Normal,O,2b,7/30/2018,7/31/2018,41.5,7,HPS,Technology,Na,Fy18Q4,8,4,5,7
1,2248447,591405,610766,FALSE,3,Normal,O,3b,9/6/2016,9/12/2016,1.12,1.12,CMT,Digital,AAPAC,Fy17Q1,1,2,2,2
2,3247401,591405,610766,FALSE,3,Normal,O,2b,9/6/2016,9/11/2016,1.12,1.12,CMT,Digital,AAPAC,Fy17Q1,1,2,2,2
1,2249351,591597,610949,FALSE,3,Normal,O,3b,4/5/2017,4/6/2017,2.2,2.2,HPS,Technology,Europe,Fy17Q3,3,4,3,7
1,2250965,592030,611412,FALSE,2,Above Normal,O,2b,10/10/2016,11/14/2016,15.87,0.01,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,2256342,593325,612696,FALSE,3,Normal,O,3b,11/17/2016,11/21/2016,75.85,75.85,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,2263773,595869,614225,FALSE,2,Above Normal,O,3b,9/1/2016,9/2/2016,2.21,2.21,PRD,Digital,Europe,Fy17Q1,1,5,3,2
1,2269219,596943,615249,FALSE,2,Above Normal,O,3b,10/3/2016,11/3/2016,1.26,1.26,RES,OG,AAPAC,Fy17Q1,1,6,2,3
1,3471912,596961,615229,FALSE,3,Normal,O,2b,1/23/2017,1/29/2017,10.49,10.49,PRD,Digital,Na,Fy17Q2,2,5,5,2
1,2276989,598811,617117,FALSE,3,Normal,O,3b,2/21/2017,2/23/2017,10.98,10.98,HPS,Technology,Na,Fy17Q2,2,4,5,7
2,3396923,598811,617117,FALSE,3,Normal,O,2b,2/21/2017,2/23/2017,10.98,10.98,HPS,Technology,Na,Fy17Q2,2,4,5,7
1,3701721,601056,619337,FALSE,2,Above Normal,O,2b,6/12/2017,6/16/2017,11.75,6.55,HPS,OG,Europe,Fy17Q4,4,4,3,3
1,3804116,601725,619980,FALSE,3,Normal,O,2b,6/25/2017,6/26/2017,4.7,4.7,FS,Operations,Europe,Fy17Q4,4,3,3,4
1,2301688,604407,622666,FALSE,2,Above Normal,O,3b,8/12/2018,8/15/2018,49.01,49.01,PRD,Technology,Na,Fy18Q4,8,5,5,7
2,2301687,604407,622666,FALSE,2,Above Normal,O,2b,4/22/2018,4/25/2018,49.01,49.01,PRD,Technology,Na,Fy18Q3,7,5,5,7
1,2307255,605293,623543,FALSE,2,Above Normal,O,3b,11/3/2016,11/14/2016,13.01,13.01,CMT,Digital,AAPAC,Fy17Q1,1,2,2,2
1,3441977,607349,625522,FALSE,3,Normal,O,2b,12/1/2016,12/5/2016,11.79,11.79,HPS,Technology,Na,Fy17Q2,2,4,5,7
1,2314334,607402,625558,FALSE,2,Above Normal,O,3b,2/23/2017,2/28/2017,7.49,7.49,HPS,Technology,Europe,Fy17Q2,2,4,3,7
1,2314357,607407,625591,FALSE,2,Above Normal,O,2b,2/5/2017,2/10/2017,3.62,3.62,HPS,Technology,Europe,Fy17Q2,2,4,3,7
1,3793638,610035,628218,FALSE,3,Normal,O,3b,7/31/2017,8/1/2017,4.03,4.03,HPS,OG,AAPAC,Fy17Q4,4,4,2,3
1,2325175,610179,628382,FALSE,3,Normal,O,3b,1/26/2017,1/27/2017,3.98,3.98,HPS,Technology,AAPAC,Fy17Q2,2,4,2,7
2,3419312,610179,628382,FALSE,3,Normal,O,2b,12/15/2016,12/18/2016,3.98,3.98,HPS,Technology,AAPAC,Fy17Q2,2,4,2,7
1,3233629,610951,629126,FALSE,1,High,O,2b,12/19/2016,12/20/2016,1.04,1.04,HPS,Digital,AAPAC,Fy17Q2,2,4,2,2
1,2336623,612759,630902,FALSE,3,Normal,O,3b,9/15/2016,9/16/2016,13.15,13.15,CMT,Operations,Na,Fy17Q1,1,2,5,4
1,2501273,612936,630944,FALSE,3,Normal,O,2b,9/3/2017,9/6/2017,1.53,0.33,RES,Digital,AAPAC,Fy18Q1,5,6,2,2
1,2345480,614763,632848,FALSE,3,Normal,O,3b,10/31/2016,11/10/2016,17.25,17.25,HPS,Technology,AAPAC,Fy17Q1,1,4,2,7
1,3451883,614764,632849,FALSE,3,Normal,O,2b,11/9/2016,12/20/2016,9.1,9.1,HPS,Technology,AAPAC,Fy17Q2,2,4,2,7
1,2347282,615280,633374,FALSE,3,Normal,O,3b,5/22/2017,5/23/2017,4.71,4.71,HPS,Technology,AAPAC,Fy17Q3,3,4,2,7
2,2347344,615280,633374,FALSE,3,Normal,O,2b,5/15/2017,5/16/2017,4.71,4.71,HPS,Technology,AAPAC,Fy17Q3,3,4,2,7
1,2347494,615346,633447,FALSE,3,Normal,O,3b,11/17/2016,11/21/2016,9.79,9.79,CMT,Technology,Na,Fy17Q1,1,2,5,7
1,2349947,615996,634080,FALSE,2,Above Normal,O,2b,10/30/2017,11/8/2017,6.86,6.86,HPS,Security,AAPAC,Fy18Q1,5,4,2,5
1,2358695,617939,636017,FALSE,3,Normal,O,3b,5/29/2017,5/30/2017,80.3,80.3,CMT,Operations,LA,Fy17Q3,3,2,4,4
2,2506049,617939,636017,FALSE,3,Normal,O,2b,5/29/2017,5/30/2017,80.3,80.3,CMT,Operations,LA,Fy17Q3,3,2,4,4
1,2377579,622121,640153,FALSE,3,Normal,O,3b,3/29/2017,3/30/2017,24.53,24.53,RES,Digital,Na,Fy17Q3,3,6,5,2
2,2424176,622121,640153,FALSE,3,Normal,O,2b,12/7/2016,12/9/2016,24.53,24.53,RES,Digital,Na,Fy17Q2,2,6,5,2
1,2379323,622656,640682,FALSE,2,Above Normal,O,2b,9/18/2016,9/19/2016,5.34,5.34,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,2380124,622844,640859,FALSE,3,Normal,O,3b,3/17/2017,3/20/2017,3.69,3.69,CMT,Technology,AAPAC,Fy17Q3,3,2,2,7
2,2380129,622844,640859,FALSE,3,Normal,O,2b,2/27/2017,3/7/2017,3.69,3.69,CMT,Technology,AAPAC,Fy17Q3,3,2,2,7
1,2386010,624363,642361,FALSE,2,Above Normal,O,3b,1/19/2017,1/20/2017,3.5,3.5,RES,OG,Europe,Fy17Q2,2,6,3,3
1,2387649,624771,642763,FALSE,3,Normal,O,3b,2/15/2018,2/20/2018,18.84,18.84,RES,Technology,Europe,Fy18Q2,6,6,3,7
2,2387650,624771,642763,FALSE,3,Normal,O,2b,1/24/2017,1/26/2017,18.84,18.84,RES,Technology,Europe,Fy17Q2,2,6,3,7
1,2387935,624840,642832,FALSE,3,Normal,O,3b,6/1/2017,6/4/2017,26.38,0.37,HPS,OG,AAPAC,Fy17Q4,4,4,2,3
2,2387934,624840,642832,FALSE,3,Normal,O,2b,12/21/2016,12/21/2016,26.38,0.37,HPS,OG,AAPAC,Fy17Q2,2,4,2,3
1,2391992,625788,643764,FALSE,2,Above Normal,O,3b,3/21/2017,3/24/2017,1.6,1.6,PRD,OG,Na,Fy17Q3,3,5,5,3
2,2391991,625788,643764,FALSE,3,Normal,O,2b,2/2/2017,2/5/2017,1.6,1.6,PRD,OG,Na,Fy17Q2,2,5,5,3
1,2412838,631243,648181,FALSE,2,Above Normal,O,3b,6/26/2017,6/30/2017,1.92,1.92,CMT,Technology,Europe,Fy17Q4,4,2,3,7
2,3086506,631243,648181,FALSE,2,Above Normal,O,2b,5/16/2017,6/29/2017,1.92,1.92,CMT,Technology,Europe,Fy17Q4,4,2,3,7
1,2484631,631295,648237,FALSE,2,Above Normal,O,3b,3/13/2017,4/6/2017,0.21,0.21,FS,Technology,AAPAC,Fy17Q3,3,3,2,7
1,2418433,632824,649640,FALSE,3,Normal,O,3b,3/26/2017,4/4/2017,3.39,3.39,HPS,Technology,Europe,Fy17Q3,3,4,3,7
2,2418432,632824,649640,FALSE,3,Normal,O,2b,9/8/2016,9/13/2016,3.39,3.39,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,2421003,633652,650509,FALSE,3,Normal,O,3b,5/18/2017,6/29/2017,6.15,6.15,RES,Operations,Na,Fy17Q4,4,6,5,4
1,2421435,633795,650680,FALSE,2,Above Normal,O,3b,10/11/2016,10/13/2016,87.35,49.57,HPS,Operations,Europe,Fy17Q1,1,4,3,4
1,2421459,633802,650703,FALSE,2,Above Normal,O,3b,10/5/2016,10/6/2016,24.92,20.13,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,2423047,634263,651152,FALSE,3,Normal,O,3b,11/16/2016,11/17/2016,13.36,13.36,FS,OG,Europe,Fy17Q1,1,3,3,3
2,2530688,634263,651152,FALSE,3,Normal,O,2b,10/12/2016,10/16/2016,13.36,13.36,FS,OG,Europe,Fy17Q1,1,3,3,3
1,2429432,635602,652492,FALSE,3,Normal,O,3b,11/29/2016,11/30/2016,0.55,0.55,RES,Digital,AAPAC,Fy17Q1,1,6,2,2
1,2434730,636924,653768,FALSE,2,Above Normal,O,3b,12/6/2016,12/7/2016,63.57,25.46,HPS,Technology,Europe,Fy17Q2,2,4,3,7
1,2435241,637041,653901,FALSE,3,Normal,O,3b,5/11/2017,5/16/2017,1.8,1.8,CMT,Technology,Europe,Fy17Q3,3,2,3,7
1,2437431,637562,654405,FALSE,2,Above Normal,O,3b,9/26/2016,10/17/2016,9.63,9.63,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,2448712,640073,656870,FALSE,3,Normal,O,3b,7/26/2017,8/1/2017,0.13,0.13,RES,OG,AAPAC,Fy17Q4,4,6,2,3
1,2457513,642444,659223,FALSE,1,High,O,3b,12/11/2017,12/28/2017,195.75,119.34,HPS,Technology,Na,Fy18Q2,6,4,5,7
2,2457517,642444,659223,FALSE,1,High,O,2b,9/7/2016,9/8/2016,195.75,119.34,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,3585752,642514,659294,FALSE,2,Above Normal,O,2b,2/9/2017,2/10/2017,14.87,14.87,FS,Digital,Europe,Fy17Q2,2,3,3,2
1,2460430,643247,660015,FALSE,2,Above Normal,O,3b,5/18/2017,6/4/2018,8.49,8.49,HPS,Technology,Na,Fy18Q4,8,4,5,7
1,2462420,643736,660491,FALSE,3,Normal,O,3b,2/19/2018,2/27/2018,2.23,2.23,PRD,OG,AAPAC,Fy18Q2,6,5,2,3
1,2463140,643947,660690,FALSE,2,Above Normal,O,3b,2/23/2017,3/1/2017,5.63,5.63,HPS,Technology,Europe,Fy17Q3,3,4,3,7
1,2463175,643957,660713,FALSE,2,Above Normal,O,2b,1/24/2017,1/27/2017,13.66,13.66,HPS,Technology,Europe,Fy17Q2,2,4,3,7
1,2465239,644494,661252,FALSE,3,Normal,O,3b,3/14/2017,4/6/2017,49.76,2.76,CMT,OG,Na,Fy17Q3,3,2,5,3
2,2960236,644494,661252,FALSE,3,Normal,O,2b,1/8/2017,1/26/2017,49.76,2.76,CMT,OG,Na,Fy17Q2,2,2,5,3
1,2468437,646117,661876,FALSE,3,Normal,O,3b,7/5/2017,7/6/2017,0.17,0.17,PRD,Technology,Europe,Fy17Q4,4,5,3,7
1,2469076,646270,662020,FALSE,3,Normal,O,3b,7/18/2016,10/5/2016,1.29,1.29,HPS,Digital,Europe,Fy17Q1,1,4,3,2
1,2492829,652041,667747,FALSE,2,Above Normal,O,3b,3/27/2018,4/26/2018,25.56,25.56,HPS,Technology,Europe,Fy18Q3,7,4,3,7
2,3186702,652041,667747,FALSE,2,Above Normal,O,2b,7/11/2017,7/13/2017,25.56,25.56,HPS,Technology,Europe,Fy17Q4,4,4,3,7
1,2492861,652049,667766,FALSE,3,Normal,O,3b,1/29/2017,1/30/2017,5.06,5.06,PRD,OG,Europe,Fy17Q2,2,5,3,3
1,2493846,652294,668014,FALSE,2,Above Normal,O,3b,11/28/2016,11/29/2016,2.29,2.29,PRD,Operations,Europe,Fy17Q1,1,5,3,4
1,2497377,653140,668849,FALSE,2,Above Normal,O,3b,6/26/2017,6/28/2017,78.15,78.15,PRD,OG,Na,Fy17Q4,4,5,5,3
2,2497376,653140,668849,FALSE,2,Above Normal,O,2b,3/14/2017,3/16/2017,78.15,78.15,PRD,OG,Na,Fy17Q3,3,5,5,3
1,2497737,653254,668945,FALSE,3,Normal,O,3b,3/15/2017,3/19/2017,6.56,6.56,HPS,Operations,Na,Fy17Q3,3,4,5,4
2,3055116,653254,668945,FALSE,3,Normal,O,2b,3/15/2017,3/19/2017,6.56,6.56,HPS,Operations,Na,Fy17Q3,3,4,5,4
1,2499953,653801,669470,FALSE,3,Normal,O,2b,10/31/2016,11/1/2016,25.76,25.76,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,2523758,659799,674416,FALSE,1,High,O,2b,11/15/2016,11/18/2016,29.96,29.96,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,2526852,660695,675356,FALSE,3,Normal,O,3b,12/21/2016,12/22/2016,2.88,2.88,FS,Technology,Europe,Fy17Q2,2,3,3,7
1,2527801,660969,675631,FALSE,3,Normal,O,3b,8/30/2016,9/1/2016,5.37,5.37,CMT,Technology,LA,Fy17Q1,1,2,4,7
1,3765736,661608,676274,FALSE,1,High,O,2b,4/5/2018,4/9/2018,265.38,265.38,PRD,Operations,Na,Fy18Q3,7,5,5,4
1,2532566,662210,676856,FALSE,3,Normal,O,3b,4/12/2018,4/20/2018,30.65,12.4,RES,Technology,Europe,Fy18Q3,7,6,3,7
2,3562080,662210,676856,FALSE,3,Normal,O,2b,2/1/2018,2/16/2018,30.65,12.4,RES,Technology,Europe,Fy18Q2,6,6,3,7
1,2535923,662998,677653,FALSE,1,High,O,2b,4/6/2017,4/12/2017,65.5,42.95,HPS,Technology,Na,Fy17Q3,3,4,5,7
1,2541854,665049,678738,FALSE,3,Normal,O,3b,12/21/2016,1/13/2017,8.76,8.76,RES,Technology,AAPAC,Fy17Q2,2,6,2,7
1,2550879,666704,680363,FALSE,2,Above Normal,O,3b,6/29/2016,10/27/2016,1.35,1.35,CMT,Digital,Europe,Fy17Q1,1,2,3,2
1,3334678,667101,680744,FALSE,2,Above Normal,O,2b,11/6/2016,11/8/2016,73,52.68,RES,Operations,Na,Fy17Q1,1,6,5,4
1,2554392,667623,681255,FALSE,2,Above Normal,O,2b,3/7/2018,3/12/2018,75.72,75.72,HPS,Technology,Na,Fy18Q3,7,4,5,7
1,2558968,668932,682602,FALSE,2,Above Normal,O,2b,4/16/2018,4/18/2018,384.99,234.99,PRD,OG,Na,Fy18Q3,7,5,5,3
1,2564509,670269,683864,FALSE,2,Above Normal,O,2b,11/7/2016,11/23/2016,93.27,93.27,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,2569553,671568,685178,FALSE,3,Normal,O,3b,12/19/2016,12/21/2016,7.42,7.42,CMT,Operations,AAPAC,Fy17Q2,2,2,2,4
2,2569573,671568,685178,FALSE,3,Normal,O,2b,11/7/2016,12/20/2016,7.42,7.42,CMT,Operations,AAPAC,Fy17Q2,2,2,2,4
1,2578758,674588,687207,FALSE,2,Above Normal,O,3b,8/15/2018,8/20/2018,11.3,11.3,HPS,Technology,Na,Fy18Q4,8,4,5,7
1,2579582,674715,687310,FALSE,2,Above Normal,O,3b,1/9/2018,1/17/2018,36.11,36.11,HPS,Technology,Na,Fy18Q2,6,4,5,7
1,2581883,675178,687765,FALSE,2,Above Normal,O,2b,9/28/2016,9/29/2016,28.84,12.48,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,2585815,675265,687867,FALSE,3,Normal,O,3b,9/8/2016,9/9/2016,6.5,6.5,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,2582695,675318,687914,FALSE,3,Normal,O,3b,12/19/2016,2/7/2017,2.05,2.05,PRD,OG,LA,Fy17Q2,2,5,4,3
1,2585253,675734,688318,FALSE,3,Normal,O,2b,12/15/2016,12/15/2016,15.83,4.18,HPS,Technology,Na,Fy17Q2,2,4,5,7
1,2587803,676227,688807,FALSE,3,Normal,O,3b,9/26/2016,10/27/2016,3.88,3.82,HPS,Operations,Europe,Fy17Q1,1,4,3,4
2,2587802,676227,688807,FALSE,3,Normal,O,2b,10/19/2016,10/23/2016,3.88,3.82,HPS,Operations,Europe,Fy17Q1,1,4,3,4
1,3043581,676843,689423,FALSE,3,Normal,O,3b,4/25/2017,4/26/2017,0.81,0.81,HPS,OG,LA,Fy17Q3,3,4,4,3
1,2611563,677129,689679,FALSE,2,Above Normal,O,3b,11/13/2016,11/28/2016,1.46,1.46,FS,Technology,Europe,Fy17Q1,1,3,3,7
1,2595324,678299,690686,FALSE,2,Above Normal,O,3b,8/25/2016,9/15/2016,3.03,3.03,RES,Operations,Europe,Fy17Q1,1,6,3,4
2,3393539,678299,690686,FALSE,2,Above Normal,O,2b,8/18/2016,9/15/2016,3.03,3.03,RES,Operations,Europe,Fy17Q1,1,6,3,4
1,2596635,678660,691034,FALSE,3,Normal,O,2b,10/30/2017,11/1/2017,19.39,19.39,FS,Operations,Europe,Fy18Q1,5,3,3,4
1,2597904,678997,691333,FALSE,2,Above Normal,O,3b,11/24/2016,12/7/2016,13.73,13.73,PRD,Digital,Europe,Fy17Q2,2,5,3,2
1,2618971,684361,695207,FALSE,2,Above Normal,O,2b,1/3/2017,1/9/2017,60.99,60.99,RES,Digital,Na,Fy17Q2,2,6,5,2
1,3417164,687459,697944,FALSE,3,Normal,O,2b,6/5/2017,6/6/2017,29.53,29.53,PRD,Operations,Europe,Fy17Q4,4,5,3,4
1,2631071,687582,698057,FALSE,3,Normal,O,3b,5/23/2017,5/26/2017,8.23,8.23,CMT,Technology,Europe,Fy17Q3,3,2,3,7
1,3608599,687700,698144,FALSE,2,Above Normal,O,2b,2/12/2017,2/13/2017,4.49,4.49,FS,Digital,Europe,Fy17Q2,2,3,3,2
2,2632619,688037,698410,FALSE,2,Above Normal,O,2b,8/5/2018,8/8/2018,45.04,45.04,RES,OG,Na,Fy18Q4,8,6,5,3
1,2637024,689258,699460,FALSE,1,High,O,3b,12/12/2016,12/22/2016,167.28,167.28,PRD,Technology,Na,Fy17Q2,2,5,5,7
1,2637885,689489,699694,FALSE,3,Normal,O,3b,10/13/2016,10/18/2016,14.23,8.5,HPS,OG,Europe,Fy17Q1,1,4,3,3
2,2637884,689489,699694,FALSE,3,Normal,O,2b,9/15/2016,10/14/2016,14.23,8.5,HPS,OG,Europe,Fy17Q1,1,4,3,3
1,2638635,689663,699816,FALSE,3,Normal,O,3b,1/24/2018,2/6/2018,8.03,0,RES,Digital,Na,Fy18Q2,6,6,5,2
2,4063668,689663,699816,FALSE,3,Normal,O,2b,12/6/2017,1/11/2018,8.03,0,RES,Digital,Na,Fy18Q2,6,6,5,2
1,2639390,689898,699989,FALSE,3,Normal,O,3b,1/25/2017,1/26/2017,14.65,14.65,FS,OG,Europe,Fy17Q2,2,3,3,3
2,2639389,689898,699989,FALSE,3,Normal,O,2b,11/28/2016,12/1/2016,14.65,14.65,FS,OG,Europe,Fy17Q2,2,3,3,3
1,2639472,689926,700037,FALSE,3,Normal,O,3b,2/7/2017,2/16/2017,22.57,19.25,FS,Digital,Europe,Fy17Q2,2,3,3,2
2,3132003,689926,700037,FALSE,3,Normal,O,2b,12/14/2016,1/5/2017,22.57,19.25,FS,Digital,Europe,Fy17Q2,2,3,3,2
1,2640886,690282,700357,FALSE,2,Above Normal,O,3b,5/23/2017,6/7/2017,9.4,9.4,RES,Operations,Europe,Fy17Q4,4,6,3,4
1,3388888,692396,702245,FALSE,3,Normal,O,2b,10/5/2016,10/6/2016,3.41,3.41,HPS,Digital,AAPAC,Fy17Q1,1,4,2,2
1,3391983,693775,703400,FALSE,3,Normal,O,3b,9/19/2016,10/3/2016,10.72,10.72,CMT,OG,Na,Fy17Q1,1,2,5,3
1,2658064,693855,703492,FALSE,3,Normal,O,3b,11/30/2017,12/1/2017,2.42,2.42,RES,Technology,LA,Fy18Q2,6,6,4,7
1,2660646,694414,10276493,FALSE,3,Normal,O,3b,11/26/2016,11/27/2016,14.02,14.02,PRD,Technology,Europe,Fy17Q1,1,5,3,7
2,2660645,694414,10276493,FALSE,3,Normal,O,2b,11/13/2016,11/15/2016,14.02,14.02,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,2662204,694834,704143,FALSE,3,Normal,O,3b,8/23/2017,8/24/2017,7.95,0,RES,Technology,Europe,Fy17Q4,4,6,3,7
