Ranks,ReviewId,PlanId,OpportunityId,StatusCd,RiskTierCd,RiskTierDesc,ReviewTypeCd,ReviewStageCd,ConductDt,FinalizedDt,TNRinM,TCNRinM,OG,RBE,REG,Quarter,QuarterInNum,OGNum,REGNum,RBENum
1,3165623,918480,10554773,FALSE,3,Normal,O,3b,11/30/2016,12/9/2016,5.26,5.26,CMT,Digital,Europe,Fy17Q2,2,2,3,2
2,3472822,918480,10554773,FALSE,3,Normal,O,2b,11/30/2016,12/9/2016,5.26,5.26,CMT,Digital,Europe,Fy17Q2,2,2,3,2
1,3165903,918526,10554821,FALSE,3,Normal,O,3b,1/8/2018,3/13/2018,1.03,1.03,PRD,Technology,AAPAC,Fy18Q3,7,5,2,7
2,4068784,918526,10554821,FALSE,3,Normal,O,2b,1/1/2018,3/13/2018,1.03,1.03,PRD,Technology,AAPAC,Fy18Q3,7,5,2,7
1,3166934,918722,10554985,FALSE,3,Normal,O,3b,10/23/2016,10/25/2016,1.96,1.31,CMT,Digital,Europe,Fy17Q1,1,2,3,2
1,3167791,918865,10555127,FALSE,3,Normal,O,3b,3/23/2017,5/3/2017,6.12,6.12,PRD,OG,Europe,Fy17Q3,3,5,3,3
2,3472880,918865,10555127,FALSE,3,Normal,O,2b,3/23/2017,5/3/2017,6.12,6.12,PRD,OG,Europe,Fy17Q3,3,5,3,3
1,3170159,919946,10556217,FALSE,3,Normal,O,3b,12/20/2016,12/22/2016,5.96,0.96,CMT,OG,Na,Fy17Q2,2,2,5,3
2,3464544,919946,10556217,FALSE,3,Normal,O,2b,11/17/2016,11/21/2016,5.96,0.96,CMT,OG,Na,Fy17Q1,1,2,5,3
1,3171609,920502,10556760,FALSE,3,Normal,O,3b,11/3/2016,11/7/2016,2.97,2.97,PRD,OG,Na,Fy17Q1,1,5,5,3
2,3416451,920502,10556760,FALSE,3,Normal,O,2b,10/2/2016,10/3/2016,2.97,2.97,PRD,OG,Na,Fy17Q1,1,5,5,3
1,3171715,920526,10556784,FALSE,3,Normal,O,3b,12/11/2016,12/12/2016,1.42,1.42,FS,Technology,AAPAC,Fy17Q2,2,3,2,7
2,3439294,920526,10556784,FALSE,3,Normal,O,2b,10/25/2016,11/7/2016,1.42,1.42,FS,Technology,AAPAC,Fy17Q1,1,3,2,7
1,3172020,920617,10556875,FALSE,3,Normal,O,3b,12/7/2016,12/9/2016,0.16,0.16,CMT,OG,Europe,Fy17Q2,2,2,3,3
1,3387084,920669,10556924,FALSE,3,Normal,O,2b,9/5/2016,9/21/2016,11.39,5.7,RES,Operations,Europe,Fy17Q1,1,6,3,4
1,3544929,920722,10556979,FALSE,3,Normal,O,2b,6/18/2018,6/20/2018,11.5,11.5,PRD,Operations,Na,Fy18Q4,8,5,5,4
1,3172792,920801,10557053,FALSE,2,Above Normal,O,3b,11/13/2016,11/17/2016,9.79,9.79,PRD,Technology,Europe,Fy17Q1,1,5,3,7
2,3388748,920801,10557053,FALSE,2,Above Normal,O,2b,10/16/2016,10/17/2016,9.79,9.79,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,3849598,920822,10557074,FALSE,3,Normal,O,2b,7/25/2017,7/26/2017,6.82,6.82,HPS,Technology,Na,Fy17Q4,4,4,5,7
1,3172906,920834,10557086,FALSE,3,Normal,O,3b,3/8/2017,3/9/2017,6.08,6.08,HPS,OG,Na,Fy17Q3,3,4,5,3
2,3172907,920834,10557086,FALSE,3,Normal,O,2b,2/7/2017,3/6/2017,6.08,6.08,HPS,OG,Na,Fy17Q3,3,4,5,3
1,3173142,920893,10557144,FALSE,2,Above Normal,O,2b,8/9/2016,9/6/2016,28.76,28.76,RES,OG,LA,Fy17Q1,1,6,4,3
1,3173573,921033,10557283,FALSE,3,Normal,O,3b,2/22/2017,2/24/2017,22.46,22.46,PRD,Technology,Europe,Fy17Q2,2,5,3,7
2,3173849,921033,10557283,FALSE,3,Normal,O,2b,1/23/2017,1/25/2017,22.46,22.46,PRD,Technology,Europe,Fy17Q2,2,5,3,7
1,3173609,921040,10557290,FALSE,3,Normal,O,3b,2/22/2017,2/27/2017,10.36,10.36,PRD,Technology,Europe,Fy17Q2,2,5,3,7
2,3173855,921040,10557290,FALSE,3,Normal,O,2b,1/23/2017,1/25/2017,10.36,10.36,PRD,Technology,Europe,Fy17Q2,2,5,3,7
1,3173872,921113,10557363,FALSE,3,Normal,O,3b,6/29/2017,6/30/2017,5.83,5.83,PRD,Technology,Europe,Fy17Q4,4,5,3,7
2,3173947,921113,10557363,FALSE,3,Normal,O,2b,4/26/2017,4/27/2017,5.83,5.83,PRD,Technology,Europe,Fy17Q3,3,5,3,7
1,3173975,921132,10557382,FALSE,1,High,O,3b,1/16/2017,1/20/2017,2.63,2.63,CMT,Technology,Na,Fy17Q2,2,2,5,7
2,3253711,921132,10557382,FALSE,2,Above Normal,O,2b,9/14/2016,9/15/2016,2.63,2.63,CMT,Technology,Na,Fy17Q1,1,2,5,7
1,3469258,921250,10557499,FALSE,2,Above Normal,O,2b,1/9/2017,1/17/2017,10,10,CMT,OG,Na,Fy17Q2,2,2,5,3
1,3175070,921430,10557674,FALSE,3,Normal,O,3b,10/20/2016,10/21/2016,1.21,0,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,3175863,921632,10557876,FALSE,3,Normal,O,3b,11/7/2016,11/15/2016,65.03,65.03,FS,Operations,Europe,Fy17Q1,1,3,3,4
1,3373677,921653,10557894,FALSE,2,Above Normal,O,2b,7/18/2017,7/28/2017,61.89,61.89,HPS,Technology,Na,Fy17Q4,4,4,5,7
1,3176413,921796,10558038,FALSE,2,Above Normal,O,3b,6/27/2017,7/6/2017,26.79,26.79,RES,OG,AAPAC,Fy17Q4,4,6,2,3
2,3176414,921796,10558038,FALSE,2,Above Normal,O,2b,1/30/2017,1/31/2017,26.79,26.79,RES,OG,AAPAC,Fy17Q2,2,6,2,3
1,3384548,921883,10558121,FALSE,3,Normal,O,2b,9/19/2016,9/27/2016,2.07,0.27,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,3177722,922119,10558352,FALSE,3,Normal,O,3b,4/11/2017,4/12/2017,3.2,3.2,PRD,Technology,Na,Fy17Q3,3,5,5,7
2,3535047,922119,10558352,FALSE,3,Normal,O,2b,3/30/2017,3/31/2017,3.2,3.2,PRD,Technology,Na,Fy17Q3,3,5,5,7
1,3177999,922153,10558386,FALSE,2,Above Normal,O,2b,9/21/2016,9/27/2016,14.8,14.8,HPS,Technology,Na,Fy17Q1,1,4,5,7
1,3178022,922158,10558391,FALSE,3,Normal,O,3b,10/2/2016,10/4/2016,1.4,1.4,RES,Technology,Na,Fy17Q1,1,6,5,7
1,3178006,922163,10558396,FALSE,2,Above Normal,O,3b,10/23/2016,10/25/2016,26.94,26.94,PRD,Technology,Na,Fy17Q1,1,5,5,7
1,3178311,922241,10558472,FALSE,2,Above Normal,O,3b,10/20/2016,10/31/2016,6.94,6.94,HPS,Technology,AAPAC,Fy17Q1,1,4,2,7
2,3436013,922241,10558472,FALSE,2,Above Normal,O,2b,10/11/2016,10/27/2016,6.94,6.94,HPS,Technology,AAPAC,Fy17Q1,1,4,2,7
1,3178535,922287,10558517,FALSE,3,Normal,O,3b,10/8/2016,10/11/2016,6.03,6.03,PRD,OG,AAPAC,Fy17Q1,1,5,2,3
1,3178780,922370,10558599,FALSE,2,Above Normal,O,3b,8/30/2017,8/31/2017,1.31,1.31,FS,Digital,AAPAC,Fy17Q4,4,3,2,2
2,3196504,922370,10558599,FALSE,3,Normal,O,2b,3/9/2017,3/13/2017,1.31,1.31,FS,Digital,AAPAC,Fy17Q3,3,3,2,2
1,3179263,922505,10558730,FALSE,2,Above Normal,O,2b,11/6/2016,11/8/2016,5.48,5.48,CMT,Technology,Europe,Fy17Q1,1,2,3,7
1,3893644,922733,10558952,FALSE,3,Normal,O,2b,9/21/2017,9/24/2017,9.46,9.46,HPS,Digital,AAPAC,Fy18Q1,5,4,2,2
1,3370608,922736,10558955,FALSE,3,Normal,O,2b,9/5/2016,9/5/2016,1.01,1.01,HPS,OG,AAPAC,Fy17Q1,1,4,2,3
1,3180318,922808,10559024,FALSE,2,Above Normal,O,2b,9/20/2016,9/21/2016,18.53,18.53,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,3180613,922870,10559085,FALSE,2,Above Normal,O,2b,8/18/2016,9/14/2016,7.05,7.05,CMT,Technology,Na,Fy17Q1,1,2,5,7
1,3180745,922876,10559091,FALSE,3,Normal,O,3b,12/12/2016,12/14/2016,0,0,RES,Technology,Europe,Fy17Q2,2,6,3,7
1,3180891,922958,10559170,FALSE,2,Above Normal,O,3b,10/2/2016,10/21/2016,1.31,1.31,FS,Technology,Na,Fy17Q1,1,3,5,7
1,3181224,923075,10559286,FALSE,3,Normal,O,3b,6/25/2017,6/26/2017,11.94,11.94,CMT,Operations,Na,Fy17Q4,4,2,5,4
2,3181234,923075,10559286,FALSE,3,Normal,O,2b,5/4/2017,5/8/2017,11.94,11.94,CMT,Operations,Na,Fy17Q3,3,2,5,4
1,3403721,923148,10559359,FALSE,3,Normal,O,3b,9/25/2016,11/10/2016,4.14,4.14,CMT,OG,Na,Fy17Q1,1,2,5,3
1,3181542,923175,10559386,FALSE,3,Normal,O,3b,1/23/2017,1/24/2017,3.1,3.1,CMT,Technology,AAPAC,Fy17Q2,2,2,2,7
2,3549757,923175,10559386,FALSE,3,Normal,O,2b,1/12/2017,1/17/2017,3.1,3.1,CMT,Technology,AAPAC,Fy17Q2,2,2,2,7
1,3181628,923199,10559409,FALSE,3,Normal,O,3b,9/28/2016,9/30/2016,6.83,6.83,PRD,Technology,Na,Fy17Q1,1,5,5,7
2,3193185,923199,10559409,FALSE,3,Normal,O,2b,8/29/2016,9/6/2016,6.83,6.83,PRD,Technology,Na,Fy17Q1,1,5,5,7
1,3181789,923237,10559443,FALSE,3,Normal,O,3b,11/7/2016,11/21/2016,3.93,0.02,FS,OG,Europe,Fy17Q1,1,3,3,3
1,3181990,923304,10559510,FALSE,3,Normal,O,3b,5/14/2018,5/17/2018,1.3,1.3,RES,Technology,AAPAC,Fy18Q3,7,6,2,7
2,3181991,923304,10559510,FALSE,3,Normal,O,2b,5/14/2018,5/17/2018,1.3,1.3,RES,Technology,AAPAC,Fy18Q3,7,6,2,7
1,3182193,923346,10559549,FALSE,3,Normal,O,3b,1/23/2017,1/24/2017,12.09,12.09,FS,Digital,Europe,Fy17Q2,2,3,3,2
2,3182225,923346,10559549,FALSE,3,Normal,O,2b,1/23/2017,1/24/2017,12.09,12.09,FS,Digital,Europe,Fy17Q2,2,3,3,2
1,3182357,923374,10559575,FALSE,3,Normal,O,3b,9/8/2016,9/30/2016,2.67,2.67,FS,OG,Na,Fy17Q1,1,3,5,3
1,3187689,923403,10559604,FALSE,3,Normal,O,2b,9/26/2017,9/28/2017,3.04,3.04,FS,Digital,Europe,Fy18Q1,5,3,3,2
1,3183120,923586,10559787,FALSE,3,Normal,O,3b,6/8/2017,6/11/2017,1.28,1.28,PRD,OG,Europe,Fy17Q4,4,5,3,3
1,3183324,923645,10559845,FALSE,2,Above Normal,O,3b,2/21/2017,2/21/2017,18.82,18.82,HPS,OG,AAPAC,Fy17Q2,2,4,2,3
2,3183325,923645,10559845,FALSE,2,Above Normal,O,2b,1/18/2017,1/24/2017,18.82,18.82,HPS,OG,AAPAC,Fy17Q2,2,4,2,3
1,3183422,923666,10559866,FALSE,2,Above Normal,O,3b,12/1/2016,12/2/2016,50.05,50.05,CMT,Operations,AAPAC,Fy17Q2,2,2,2,4
2,3183427,923666,10559866,FALSE,2,Above Normal,O,2b,10/5/2016,10/11/2016,50.05,50.05,CMT,Operations,AAPAC,Fy17Q1,1,2,2,4
1,3183457,923674,10559873,FALSE,2,Above Normal,O,3b,4/25/2017,4/25/2017,12.1,12.1,RES,OG,AAPAC,Fy17Q3,3,6,2,3
2,3183458,923674,10559873,FALSE,2,Above Normal,O,2b,2/1/2017,2/3/2017,12.1,12.1,RES,OG,AAPAC,Fy17Q2,2,6,2,3
1,3183843,923800,10559995,FALSE,3,Normal,O,3b,10/13/2016,10/17/2016,2.02,2.02,CMT,OG,Europe,Fy17Q1,1,2,3,3
1,3184065,923851,10560046,FALSE,3,Normal,O,3b,8/29/2016,9/12/2016,2.5,2.5,PRD,OG,Na,Fy17Q1,1,5,5,3
1,3184080,923857,10560052,FALSE,2,Above Normal,O,3b,1/24/2017,1/25/2017,1.08,1.08,RES,Technology,Europe,Fy17Q2,2,6,3,7
1,3485669,923930,10560136,FALSE,2,Above Normal,O,2b,11/15/2016,11/21/2016,3.62,3.62,HPS,Technology,Europe,Fy17Q1,1,4,3,7
1,3184444,923959,10560141,FALSE,3,Normal,O,3b,6/19/2016,9/9/2016,1.18,1.18,CMT,Strategy,Na,Fy17Q1,1,2,5,6
1,3184523,923983,10560174,FALSE,3,Normal,O,3b,10/30/2016,10/31/2016,1.14,1.14,PRD,Digital,LA,Fy17Q1,1,5,4,2
1,3186010,925111,10560299,FALSE,3,Normal,O,3b,4/25/2017,4/26/2017,1.4,1.4,RES,Technology,AAPAC,Fy17Q3,3,6,2,7
1,3186033,925112,10560300,FALSE,3,Normal,O,3b,1/31/2017,2/2/2017,17.17,17.17,PRD,OG,AAPAC,Fy17Q2,2,5,2,3
2,3186034,925112,10560300,FALSE,3,Normal,O,2b,9/4/2016,9/26/2016,17.17,17.17,PRD,OG,AAPAC,Fy17Q1,1,5,2,3
1,3186159,925157,10560345,FALSE,3,Normal,O,3b,12/13/2016,12/14/2016,1.35,1.35,PRD,Operations,Europe,Fy17Q2,2,5,3,4
1,3186437,925255,10560441,FALSE,3,Normal,O,3b,11/30/2016,12/1/2016,2.53,0.01,FS,Technology,Europe,Fy17Q2,2,3,3,7
2,3196693,925255,10560441,FALSE,3,Normal,O,2b,8/31/2016,9/9/2016,2.53,0.01,FS,Technology,Europe,Fy17Q1,1,3,3,7
1,3186950,925392,10560576,FALSE,3,Normal,O,3b,8/1/2016,9/19/2016,1.15,1.15,RES,Technology,AAPAC,Fy17Q1,1,6,2,7
1,3186966,925393,10560577,FALSE,3,Normal,O,3b,11/13/2016,11/29/2016,0.21,0.21,RES,Technology,AAPAC,Fy17Q1,1,6,2,7
1,3186971,925395,10560579,FALSE,3,Normal,O,3b,4/11/2017,5/30/2017,1.16,1.16,RES,Technology,AAPAC,Fy17Q3,3,6,2,7
1,3187045,925411,10560595,FALSE,2,Above Normal,O,3b,5/24/2016,9/22/2016,2.46,2.4,RES,OG,Na,Fy17Q1,1,6,5,3
1,3187169,925445,10560628,FALSE,3,Normal,O,3b,4/18/2017,4/19/2017,2.18,2.18,FS,Technology,Na,Fy17Q3,3,3,5,7
2,3705054,925445,10560628,FALSE,3,Normal,O,2b,4/18/2017,4/19/2017,2.18,2.18,FS,Technology,Na,Fy17Q3,3,3,5,7
1,3187214,925456,10560637,FALSE,2,Above Normal,O,2b,9/21/2016,10/7/2016,16.21,16.21,PRD,Technology,Na,Fy17Q1,1,5,5,7
1,3187708,925591,10560770,FALSE,3,Normal,O,3b,9/26/2016,10/6/2016,0.39,0.39,CMT,Technology,Na,Fy17Q1,1,2,5,7
1,3188648,925816,10560984,FALSE,2,Above Normal,O,3b,10/2/2016,10/4/2016,1.88,1.88,PRD,OG,Europe,Fy17Q1,1,5,3,3
1,3189304,925943,10561111,FALSE,3,Normal,O,3b,2/27/2017,2/28/2017,2.52,2.52,PRD,Digital,Na,Fy17Q2,2,5,5,2
1,3189617,926039,10561207,FALSE,2,Above Normal,O,3b,6/7/2017,6/8/2017,2.57,2.57,CMT,OG,Na,Fy17Q4,4,2,5,3
1,3190762,926323,10561479,FALSE,2,Above Normal,O,3b,10/10/2016,11/9/2016,1.12,1.12,PRD,Digital,Europe,Fy17Q1,1,5,3,2
1,3191230,926479,10561631,FALSE,3,Normal,O,3b,9/5/2016,9/6/2016,1.72,1.72,FS,OG,Europe,Fy17Q1,1,3,3,3
2,3258353,926479,10561631,FALSE,3,Normal,O,2b,9/5/2016,9/6/2016,1.72,1.72,FS,OG,Europe,Fy17Q1,1,3,3,3
1,3191576,926556,10561705,FALSE,3,Normal,O,3b,1/22/2017,1/31/2017,44.84,44.84,PRD,OG,Na,Fy17Q2,2,5,5,3
1,3191963,926661,10561810,FALSE,3,Normal,O,3b,10/26/2016,10/27/2016,3.38,3.38,CMT,OG,Europe,Fy17Q1,1,2,3,3
2,3407087,926661,10561810,FALSE,3,Normal,O,2b,9/21/2016,9/23/2016,3.38,3.38,CMT,OG,Europe,Fy17Q1,1,2,3,3
1,3192100,926685,10561834,FALSE,2,Above Normal,O,3b,2/18/2018,2/19/2018,7.83,7.83,HPS,OG,Europe,Fy18Q2,6,4,3,3
2,3192117,926685,10561834,FALSE,2,Above Normal,O,2b,2/12/2018,2/19/2018,7.83,7.83,HPS,OG,Europe,Fy18Q2,6,4,3,3
1,3192276,926689,10561838,FALSE,2,Above Normal,O,2b,3/19/2017,3/22/2017,23.15,23.15,PRD,OG,Europe,Fy17Q3,3,5,3,3
1,3192181,926691,10561840,FALSE,3,Normal,O,3b,11/3/2016,11/4/2016,5.04,5.04,PRD,Technology,Europe,Fy17Q1,1,5,3,7
2,3197080,926691,10561840,FALSE,3,Normal,O,2b,11/3/2016,11/4/2016,5.04,5.04,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,3192445,926775,10561923,FALSE,3,Normal,O,3b,10/25/2016,12/1/2016,2.23,2.23,PRD,Technology,Europe,Fy17Q2,2,5,3,7
2,3192465,926775,10561923,FALSE,3,Normal,O,2b,9/18/2016,12/1/2016,2.23,2.23,PRD,Technology,Europe,Fy17Q2,2,5,3,7
1,3192461,926780,10561928,FALSE,3,Normal,O,3b,12/5/2016,12/21/2016,0.62,0.62,RES,Technology,Europe,Fy17Q2,2,6,3,7
2,3527918,926780,10561928,FALSE,3,Normal,O,2b,12/5/2016,12/21/2016,0.62,0.62,RES,Technology,Europe,Fy17Q2,2,6,3,7
1,3192768,926804,10561954,FALSE,3,Normal,O,3b,11/8/2016,11/9/2016,1.44,1.44,PRD,OG,Na,Fy17Q1,1,5,5,3
1,3192858,926857,10562008,FALSE,3,Normal,O,2b,10/13/2016,10/19/2016,7.99,7.99,FS,Technology,Europe,Fy17Q1,1,3,3,7
1,3346174,926858,10562010,FALSE,2,Above Normal,O,3b,4/30/2017,5/2/2017,1.65,1.65,PRD,Technology,AAPAC,Fy17Q3,3,5,2,7
1,3664342,926932,10562079,FALSE,2,Above Normal,O,2b,1/30/2018,2/12/2018,8.4,8.4,PRD,Technology,Na,Fy18Q2,6,5,5,7
1,3193401,927000,10562147,FALSE,3,Normal,O,3b,3/27/2017,4/17/2017,1.35,1.35,PRD,Operations,AAPAC,Fy17Q3,3,5,2,4
1,3193730,927068,10562213,FALSE,3,Normal,O,3b,1/19/2017,7/21/2017,2.51,0,PRD,Technology,Europe,Fy17Q4,4,5,3,7
2,3454373,927068,10562213,FALSE,3,Normal,O,2b,1/19/2017,7/21/2017,2.51,0,PRD,Technology,Europe,Fy17Q4,4,5,3,7
1,3193701,927070,10562216,FALSE,2,Above Normal,O,3b,10/30/2016,11/1/2016,38.77,38.77,FS,OG,Europe,Fy17Q1,1,3,3,3
2,3193866,927070,10562216,FALSE,2,Above Normal,O,2b,9/22/2016,9/28/2016,38.77,38.77,FS,OG,Europe,Fy17Q1,1,3,3,3
1,3194159,927195,10562336,FALSE,3,Normal,O,3b,11/24/2016,12/8/2016,2.92,2.92,FS,OG,AAPAC,Fy17Q2,2,3,2,3
2,3194160,927195,10562336,FALSE,3,Normal,O,2b,11/24/2016,12/8/2016,2.92,2.92,FS,OG,AAPAC,Fy17Q2,2,3,2,3
1,3194175,927198,10562339,FALSE,3,Normal,O,3b,11/24/2016,5/30/2017,1.83,1.83,FS,OG,AAPAC,Fy17Q3,3,3,2,3
2,3194176,927198,10562339,FALSE,3,Normal,O,2b,5/12/2017,5/30/2017,1.83,1.83,FS,OG,AAPAC,Fy17Q3,3,3,2,3
1,3194186,927199,10562340,FALSE,3,Normal,O,3b,9/5/2016,3/13/2017,5.84,0,HPS,OG,Europe,Fy17Q3,3,4,3,3
2,3214499,927199,10562340,FALSE,3,Normal,O,2b,9/5/2016,9/6/2016,5.84,0,HPS,OG,Europe,Fy17Q1,1,4,3,3
1,3195051,927413,10562544,FALSE,3,Normal,O,3b,8/14/2017,8/15/2017,12,0,PRD,Digital,Na,Fy17Q4,4,5,5,2
2,3475893,927413,10562544,FALSE,3,Normal,O,2b,7/27/2017,8/15/2017,12,0,PRD,Digital,Na,Fy17Q4,4,5,5,2
1,3195087,927422,10562553,FALSE,2,Above Normal,O,3b,1/25/2017,1/26/2017,1.89,1.89,CMT,Technology,AAPAC,Fy17Q2,2,2,2,7
1,3216812,927437,10562568,FALSE,3,Normal,O,3b,9/27/2016,9/29/2016,6.08,6.08,PRD,Technology,Na,Fy17Q1,1,5,5,7
1,3195224,927461,10562592,FALSE,3,Normal,O,3b,9/24/2017,9/25/2017,1.54,1.54,CMT,Digital,AAPAC,Fy18Q1,5,2,2,2
2,3266114,927461,10562592,FALSE,3,Normal,O,2b,5/18/2017,5/28/2017,1.54,1.54,CMT,Digital,AAPAC,Fy17Q3,3,2,2,2
1,3196325,927699,10562828,FALSE,3,Normal,O,3b,12/9/2015,11/30/2016,0.01,0.01,FS,OG,AAPAC,Fy17Q1,1,3,2,3
2,3473418,927699,10562828,FALSE,3,Normal,O,2b,12/9/2015,11/30/2016,0.01,0.01,FS,OG,AAPAC,Fy17Q1,1,3,2,3
1,3196695,927834,10562962,FALSE,3,Normal,O,3b,9/7/2016,9/7/2016,1.24,1.24,HPS,OG,AAPAC,Fy17Q1,1,4,2,3
1,3196719,927844,10562972,FALSE,3,Normal,O,3b,1/8/2017,1/12/2017,3,0,PRD,Digital,Na,Fy17Q2,2,5,5,2
1,3197847,928140,10563266,FALSE,2,Above Normal,O,3b,10/26/2016,11/8/2016,12.6,12.6,PRD,Operations,Na,Fy17Q1,1,5,5,4
1,3233349,929330,10563461,FALSE,3,Normal,O,2b,12/7/2016,12/14/2016,8.2,8.2,RES,Digital,AAPAC,Fy17Q2,2,6,2,2
1,3268859,929334,10563465,FALSE,3,Normal,O,2b,2/8/2017,2/9/2017,0.99,0.99,CMT,Technology,Europe,Fy17Q2,2,2,3,7
1,3201878,929419,10563550,FALSE,3,Normal,O,2b,10/10/2016,10/24/2016,1.99,1.99,FS,Technology,AAPAC,Fy17Q1,1,3,2,7
1,3221127,929532,10563662,FALSE,2,Above Normal,O,2b,8/17/2016,9/6/2016,8.25,8.25,RES,Technology,AAPAC,Fy17Q1,1,6,2,7
1,3200774,929608,10563736,FALSE,3,Normal,O,3b,3/26/2017,3/30/2017,1.78,1.78,FS,Technology,Europe,Fy17Q3,3,3,3,7
2,3373857,929608,10563736,FALSE,3,Normal,O,2b,3/26/2017,3/28/2017,1.78,1.78,FS,Technology,Europe,Fy17Q3,3,3,3,7
1,3200772,929611,10563739,FALSE,3,Normal,O,3b,12/18/2016,1/6/2017,2.91,2.91,FS,Technology,Na,Fy17Q2,2,3,5,7
1,3200889,929639,10563767,FALSE,3,Normal,O,3b,1/8/2017,1/9/2017,1.44,1.44,PRD,OG,LA,Fy17Q2,2,5,4,3
1,3240163,929683,10563812,FALSE,3,Normal,O,2b,2/2/2017,2/5/2017,5.53,5.53,RES,Operations,LA,Fy17Q2,2,6,4,4
1,3201076,929690,10563818,FALSE,2,Above Normal,O,3b,9/26/2016,9/27/2016,63.2,41.99,PRD,OG,Na,Fy17Q1,1,5,5,3
1,3201695,929853,10563978,FALSE,3,Normal,O,3b,11/14/2016,11/18/2016,307.15,307.15,FS,OG,Europe,Fy17Q1,1,3,3,3
2,3272795,929853,10563978,FALSE,3,Normal,O,2b,10/20/2016,11/9/2016,307.15,307.15,FS,OG,Europe,Fy17Q1,1,3,3,3
1,3201817,929886,10564011,FALSE,2,Above Normal,O,3b,2/9/2017,2/13/2017,39.48,31.58,RES,Operations,Europe,Fy17Q2,2,6,3,4
2,3202371,929886,10564011,FALSE,2,Above Normal,O,2b,10/10/2016,10/13/2016,39.48,31.58,RES,Operations,Europe,Fy17Q1,1,6,3,4
1,3202742,930076,10564200,FALSE,2,Above Normal,O,3b,5/11/2017,5/12/2017,9.75,9.75,PRD,OG,Na,Fy17Q3,3,5,5,3
1,3219202,930268,10564386,FALSE,1,High,O,2b,12/6/2016,12/7/2016,114.07,114.07,FS,Technology,Europe,Fy17Q2,2,3,3,7
1,3204125,930378,10564495,FALSE,3,Normal,O,3b,11/14/2016,11/21/2016,19.81,19.81,PRD,Operations,Na,Fy17Q1,1,5,5,4
1,3204271,930405,10564522,FALSE,2,Above Normal,O,3b,10/26/2017,10/27/2017,2.14,2.14,FS,Technology,Na,Fy18Q1,5,3,5,7
2,3932736,930405,10564522,FALSE,2,Above Normal,O,2b,9/25/2017,10/2/2017,2.14,2.14,FS,Technology,Na,Fy18Q1,5,3,5,7
1,3204597,930476,10564593,FALSE,3,Normal,O,3b,11/14/2016,11/16/2016,1.41,1.41,PRD,Technology,Europe,Fy17Q1,1,5,3,7
2,3452875,930476,10564593,FALSE,3,Normal,O,2b,10/25/2016,10/28/2016,1.41,1.41,PRD,Technology,Europe,Fy17Q1,1,5,3,7
1,3205483,930628,10564743,FALSE,3,Normal,O,3b,5/31/2017,6/1/2017,5.31,1.24,PRD,Technology,AAPAC,Fy17Q4,4,5,2,7
1,3205798,930701,10564817,FALSE,2,Above Normal,O,3b,11/24/2016,12/1/2016,1.29,1.29,PRD,Technology,Europe,Fy17Q2,2,5,3,7
1,3205946,930746,10564859,FALSE,2,Above Normal,O,3b,10/17/2017,10/19/2017,7.96,7.96,CMT,Technology,Europe,Fy18Q1,5,2,3,7
2,3221364,930746,10564859,FALSE,2,Above Normal,O,2b,1/16/2017,1/23/2017,7.96,7.96,CMT,Technology,Europe,Fy17Q2,2,2,3,7
1,3207478,931047,10565160,FALSE,3,Normal,O,3b,10/30/2016,11/29/2016,5.22,5.22,CMT,Technology,Na,Fy17Q1,1,2,5,7
1,3389207,931060,10565173,FALSE,3,Normal,O,3b,7/4/2017,7/5/2017,11.68,11.68,CMT,Operations,Na,Fy17Q4,4,2,5,4
1,3207595,931078,10565191,FALSE,3,Normal,O,3b,11/20/2016,11/20/2016,0.62,0.62,RES,Technology,AAPAC,Fy17Q1,1,6,2,7
1,3207688,931081,10565197,FALSE,2,Above Normal,O,3b,6/15/2017,6/20/2017,2.02,2.02,PRD,Technology,AAPAC,Fy17Q4,4,5,2,7
2,3207689,931081,10565197,FALSE,3,Normal,O,2b,2/18/2017,2/20/2017,2.02,2.02,PRD,Technology,AAPAC,Fy17Q2,2,5,2,7
1,3207834,931117,10565230,FALSE,3,Normal,O,2b,12/1/2016,12/20/2016,14.31,14.31,CMT,Operations,Na,Fy17Q2,2,2,5,4
1,3208869,931332,10565441,FALSE,3,Normal,O,2b,9/14/2016,10/18/2016,3.17,3.17,RES,Digital,Na,Fy17Q1,1,6,5,2
1,3210075,931532,10565638,FALSE,2,Above Normal,O,3b,12/12/2017,12/15/2017,51.49,51.49,RES,Operations,Na,Fy18Q2,6,6,5,4
2,3210079,931532,10565638,FALSE,3,Normal,O,2b,8/28/2017,8/31/2017,51.49,51.49,RES,Operations,Na,Fy17Q4,4,6,5,4
1,3582475,931548,10565654,FALSE,3,Normal,O,3b,1/29/2017,2/2/2017,3.57,3.57,FS,Digital,Na,Fy17Q2,2,3,5,2
1,3210324,931567,10565672,FALSE,2,Above Normal,O,3b,3/15/2017,3/20/2017,0.25,0.25,PRD,Technology,Europe,Fy17Q3,3,5,3,7
